time,seconds_elapsed,bpm,rolling_mean
2024-12-11 15:12:12.263236900,8647.688236816406,94.0,87.8
2024-12-11 15:12:17.263236900,8652.688236816406,86.0,87.96
2024-12-11 15:12:22.263236900,8657.688236816406,88.0,88.13
2024-12-11 15:12:30.263236900,8665.688236816406,85.0,88.32
2024-12-11 15:12:34.263236900,8669.688236816406,87.0,88.52
2024-12-11 15:12:37.263236900,8672.688236816406,89.0,88.72
2024-12-11 15:12:44.263236900,8679.688236816406,88.0,88.92
2024-12-11 15:12:50.263236900,8685.688236816406,96.0,89.12
2024-12-11 15:12:56.263236900,8691.688236816406,98.0,89.32
2024-12-11 15:12:57.263236900,8692.688236816406,93.0,89.51
2024-12-11 15:13:04.263236900,8699.688236816406,94.0,89.7
2024-12-11 15:13:09.263236900,8704.688236816406,93.0,89.92
2024-12-11 15:13:13.263236900,8708.688236816406,98.0,90.15
2024-12-11 15:13:21.263236900,8716.688236816406,99.0,90.32
2024-12-11 15:13:26.263236900,8721.688236816406,97.0,90.5
2024-12-11 15:13:27.263236900,8722.688236816406,103.0,90.71
2024-12-11 15:13:32.263236900,8727.688236816406,104.0,90.95
2024-12-11 15:13:39.263236900,8734.688236816406,98.0,91.17
2024-12-11 15:13:44.263236900,8739.688236816406,101.0,91.38
2024-12-11 15:13:48.263236900,8743.688236816406,99.0,91.6
2024-12-11 15:13:53.263236900,8748.688236816406,102.0,91.82
2024-12-11 15:14:01.263236900,8756.688236816406,96.0,91.85
2024-12-11 15:14:06.263236900,8761.688236816406,97.0,91.84
2024-12-11 15:14:09.263236900,8764.688236816406,98.0,91.81
2024-12-11 12:48:06.998134500,2.423134521484375,85.0,89.0
2024-12-11 12:48:11.998134500,7.423134521484375,90.0,89.5
2024-12-11 12:48:16.998134500,12.423134521484377,97.0,91.0
2024-12-11 12:48:21.998134500,17.423134521484375,93.0,91.5
2024-12-11 12:48:27.998134500,23.42313452148437,94.0,91.6
2024-12-11 12:48:35.998134500,31.42313452148437,94.0,92.0
2024-12-11 12:48:37.998134500,33.42313452148438,89.0,92.28571428571429
2024-12-11 12:48:41.998134500,37.42313452148438,94.0,92.25
2024-12-11 12:48:46.998134500,42.42313452148438,94.0,92.33333333333333
2024-12-11 12:48:55.998134500,51.42313452148438,92.0,92.1
2024-12-11 12:48:57.998134500,53.42313452148438,93.0,91.72727272727273
2024-12-11 12:49:04.998134500,60.42313452148438,90.0,91.75
2024-12-11 12:49:10.998134500,66.42313452148437,93.0,92.0
2024-12-11 12:49:11.998134500,67.42313452148437,98.0,92.21428571428571
2024-12-11 12:49:19.998134500,75.42313452148437,96.0,92.53333333333333
2024-12-11 12:49:21.998134500,77.42313452148437,98.0,92.8125
2024-12-11 12:49:26.998134500,82.42313452148437,95.0,93.17647058823529
2024-12-11 12:49:35.998134500,91.42313452148436,99.0,93.55555555555556
2024-12-11 12:49:38.998134500,94.42313452148436,94.0,93.84210526315789
2024-12-11 12:49:41.998134500,97.42313452148436,97.0,94.05
2024-12-11 12:49:50.998134500,106.42313452148436,93.0,93.95238095238095
2024-12-11 12:49:51.998134500,107.42313452148436,89.0,93.81818181818181
2024-12-11 12:49:56.998134500,112.42313452148436,92.0,93.6086956521739
2024-12-11 12:50:01.998134500,117.42313452148436,87.0,93.45833333333333
2024-12-11 12:50:06.998134500,122.42313452148436,93.0,93.48
2024-12-11 12:50:15.998134500,131.42313452148437,98.0,93.53846153846153
2024-12-11 12:50:19.998134500,135.42313452148437,95.0,93.5925925925926
2024-12-11 12:50:24.998134500,140.42313452148437,95.0,93.67857142857143
2024-12-11 12:50:27.998134500,143.42313452148437,98.0,93.75862068965517
2024-12-11 12:50:31.998134500,147.42313452148437,97.0,93.93333333333334
2024-12-11 12:50:40.998134500,156.42313452148437,94.0,94.09677419354838
2024-12-11 12:50:41.998134500,157.42313452148437,99.0,94.25
2024-12-11 12:50:48.998134500,164.42313452148437,103.0,94.39393939393939
2024-12-11 12:50:51.998134500,167.42313452148437,101.0,94.5
2024-12-11 12:50:56.998134500,172.42313452148437,93.0,94.57142857142857
2024-12-11 12:51:02.998134500,178.42313452148437,93.0,94.61111111111111
2024-12-11 12:51:12.998134500,188.4231345214844,96.0,94.62162162162163
2024-12-11 12:51:16.998134500,192.4231345214844,94.0,94.57894736842105
2024-12-11 12:51:35.998134500,211.4231345214844,98.0,94.53846153846153
2024-12-11 12:51:37.998134500,213.4231345214844,89.0,94.475
2024-12-11 12:51:44.998134500,220.4231345214844,90.0,94.46341463414635
2024-12-11 12:51:49.998134500,225.4231345214844,94.0,94.45238095238095
2024-12-11 12:51:55.998134500,231.4231345214844,91.0,94.44186046511628
2024-12-11 12:51:56.998134500,232.4231345214844,94.0,94.43181818181819
2024-12-11 12:52:01.998134500,237.4231345214844,99.0,94.42222222222222
2024-12-11 12:52:09.998134500,245.4231345214844,90.0,94.3695652173913
2024-12-11 12:52:11.998134500,247.4231345214844,88.0,94.31914893617021
2024-12-11 12:52:18.998134500,254.4231345214844,94.0,94.25
2024-12-11 12:52:21.998134500,257.4231345214844,87.0,94.16326530612245
2024-12-11 12:52:30.998134500,266.4231345214844,88.0,94.04
2024-12-11 12:52:31.998134500,267.4231345214844,87.0,93.92156862745098
2024-12-11 12:52:37.998134500,273.4231345214844,93.0,93.84615384615384
2024-12-11 12:52:45.998134500,281.4231345214844,95.0,93.79245283018868
2024-12-11 12:52:50.998134500,286.4231345214844,90.0,93.74074074074075
2024-12-11 12:52:51.998134500,287.4231345214844,96.0,93.7090909090909
2024-12-11 12:52:58.998134500,294.4231345214844,91.0,93.69642857142857
2024-12-11 12:53:01.998134500,297.4231345214844,90.0,93.66666666666667
2024-12-11 12:53:20.998134500,316.4231345214844,96.0,93.70689655172414
