,time,seconds_elapsed,altitude,speedAccuracy,bearingAccuracy,latitude,altitudeAboveMeanSeaLevel,bearing,horizontalAccuracy,verticalAccuracy,longitude,speed,heartbeat,sound,motion
10,1742829720853104000,10.480104248046874,54.04150391,0.8700000047683716,33.94191474070468,51.51021740404098,9.32721710205078,137.109375,16.42956671370528,3.0,0.005237097,2.150000095367432,90.0,-53.69472236083984,1.7246203329813325
11,1742829721853100300,11.480100341796875,54.03802490234375,0.8399999737739563,33.89383703913696,51.510089454289066,9.323738098144531,137.8125,13.000511369198705,3.0,0.005232822,1.659999966621399,90.0,-52.379827816064456,2.989141126947406
12,1742829722849106200,12.476106201171875,51.86846923828125,1.3700000047683716,69.88226087028507,51.510061542551504,7.154182434082031,228.1640625,13.205284749668206,3.0,0.005159313,1.600000023841858,90.0,-49.97105413801758,7.743856893724369
13,1742829723000096500,12.627096435546877,54.53930664,0.959999978542328,50.92681594224761,51.50996007961361,9.82501983642578,151.171875,9.896773564,4.0,0.005200384,1.1100000143051147,90.0,-49.68949648206055,3.760375949218736
14,1742829725000081000,14.627080810546875,55.70361328,1.3799999952316284,56.44529460291609,51.50989788589208,10.98932647705078,199.6875,4.039664570501401,3.0,0.005154954,1.2599999904632568,90.0,-50.84971607425781,4.58391041889313
15,1742829726000081700,15.62708154296875,54.92297363,1.0499999523162842,33.89393266178534,51.50986863305001,10.20868682861328,176.484375,3.66967057113422,3.0,0.005150344,1.2599999904632568,90.0,-46.93803129816339,6.537398443123544
16,1742829727000074200,16.62707422,54.92297382280231,1.0509848138324027,47.74698855,51.50985732948784,10.208687018603086,176.4843758710773,4.633986990138717,3.5143564998465866,0.005151457,1.2599999904632322,90.0,-44.75736743867188,5.846147240554338
17,1742829728000071200,17.62707129,55.29040547646582,1.706171950413669,74.16420524,51.50984864755675,10.576118672266604,197.57812050561637,4.637407816558702,3.509841275002203,0.005118283,1.320000052452059,90.0,-44.01279306485263,1.9841947501155892
18,1742829729000133600,18.627133544921875,54.71344037,1.5299999714046912,41.35464049974407,51.50981537798266,9.999153568409383,182.8124988050195,4.635289947179594,3.512637775001094,0.005106489,2.160000085830565,90.0,-47.48635561517578,1.817168790934236
19,1742829730000049700,19.62704956054688,53.54577679838985,1.5467019150946042,43.32125913708705,51.509802869439845,8.831489994190633,200.7421788760944,4.657045350823804,3.483743049244481,0.00508191,2.160000085830564,90.0,-45.76386051057515,4.952416710482075
20,1742829731000052500,20.627052490234377,53.20990032050759,1.210000038165178,49.50810027427135,51.50979860497226,8.495613516308367,161.01563277530573,4.6377034829972335,3.5094505889931207,0.0051037,2.119999885558965,90.0,-46.93213125670837,0.9865181018041669
21,1742829732000049200,21.627049072265624,52.82867452315986,1.6595518071978028,71.68996580521201,51.50979233244093,8.114387718960643,166.64062849064166,4.677406353714244,3.4563574518591764,0.005101244,1.3400000333785715,90.0,-48.37447979562771,7.298681965157184
22,1742829733000045600,22.627045654296875,52.59033222403377,1.0917735885546804,49.91720414816194,51.50978018,7.876045419834554,190.8984347929071,4.641824985163347,3.5039974086608754,0.005075891,1.269999980926488,90.0,-49.799124927180834,4.918791930124165
23,1742829734000039000,23.62703881835937,52.67596453335136,0.7200000286198958,36.30760198615738,51.509771361809214,7.961677729152143,174.37500131500943,4.610054703240785,3.545692127909072,0.005084969,1.1900000572204383,90.0,-52.843983934726566,6.556742525426057
