time,seconds_elapsed,bpm
1733925853633723400,4569.058723388672,80
1733925854633723400,4570.058723388672,80
1733925861633723400,4577.058723388672,80
1733925864633723400,4580.058723388672,81
1733925874633723400,4590.058723388672,84
1733925883633723400,4599.058723388672,88
1733925884633723400,4600.058723388672,89
1733925890633723400,4606.058723388672,90
1733925897633723400,4613.058723388672,91
1733925933633723400,4649.058723388672,90
1733925935633723400,4651.058723388672,90
1733925939633723400,4655.058723388672,92.00000000000001
1733925948633723400,4664.058723388672,84
1733925954633723400,4670.058723388672,84
1733925959633723400,4675.058723388672,89
1733925993633723400,4709.058723388672,85
1733925995633723400,4711.058723388672,85
1733926007633723400,4723.058723388672,86
1733926009633723400,4725.058723388672,88
1733926043633723400,4759.058723388672,94
1733926045633723400,4761.058723388672,94
1733926058633723400,4774.058723388672,93
1733926119383723500,4834.808723632813,90
1733926124383723500,4839.808723632813,88
1733926125383723500,4840.808723632813,88
1733926133383723500,4848.808723632813,87
1733926135383723500,4850.808723632813,87
1733926144383723500,4859.808723632813,86
1733926149383723500,4864.808723632813,81
1733926152383723500,4867.808723632813,80
1733926155383723500,4870.808723632813,80
1733926160383723500,4875.808723632813,82
1733926168383723500,4883.808723632813,81
1733926170383723500,4885.808723632813,81
1733926175383723500,4890.808723632813,86
1733926180383723500,4895.808723632813,86
1733926185383723500,4900.808723632813,86
1733926190383723500,4905.808723632813,87
1733926195383723500,4910.808723632813,91
1733926204383723500,4919.808723632813,89
1733926209383723500,4924.808723632813,87
1733926213383723500,4928.808723632813,86
1733926217383723500,4932.808723632813,85
1733926224383723500,4939.808723632813,84
1733926225383723500,4940.808723632813,84
1733926232383723500,4947.808723632813,86
1733926239383723500,4954.808723632813,86
1733926242383723500,4957.808723632813,86
1733926245383723500,4960.808723632813,86
1733926254383723500,4969.808723632813,87
1733926259383723500,4974.808723632813,86
1733926264383723500,4979.808723632813,85
1733926269383723500,4984.808723632813,83
1733926274383723500,4989.808723632813,83
1733926276383723500,4991.808723632813,82
1733926280383723500,4995.808723632813,81
1733926285383723500,5000.808723632813,85
1733926290383723500,5005.808723632813,86
1733926299383723500,5014.808723632813,83
1733926302383723500,5017.808723632813,83
1733926305383723500,5020.808723632813,82
1733926310383723500,5025.808723632813,82
1733926318383723500,5033.808723632813,81
1733926320383723500,5035.808723632813,81
1733926327383723500,5042.808723632813,83
1733926331383723500,5046.808723632813,82
1733926335383723500,5050.808723632813,81
1733926340383723500,5055.808723632813,84
1733926347383723500,5062.808723632813,84
1733926351383723500,5066.808723632813,83
1733926355383723500,5070.808723632813,82
1733926362383723500,5077.808723632813,81
1733926369383723500,5084.808723632813,82
1733926371383723500,5086.808723632813,82
1733926378383723500,5093.808723632813,84
1733926383383723500,5098.808723632813,82
1733926389383723500,5104.808723632813,82
1733926394383723500,5109.808723632813,82
1733926395383723500,5110.808723632813,82
1733926400383723500,5115.808723632813,83
1733926408383723500,5123.808723632813,82
1733926412383723500,5127.808723632813,82
1733926417383723500,5132.808723632813,84
1733926424383723500,5139.808723632813,83
1733926433383723500,5148.808723632813,84
